City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Celine,Australia,3 nights · ,February 2025,Family,GUESTROOM KING BED,Reviewed: 5 February 2025,"Really enjoyed our stay here! The staff were amazing, in particular Rehman, upon check in we ended up upgrading our room for one with a better view of the Nile and did not regret this as the view is spectacular, especially during sunset. The room is clean and comfortable, the only issue we had was the TV doesn't screen mirror using apple devices, you must have an android phone. The outdoor area and pools are great, in particular we really liked the infinity pool, its quieter and has a great sunset view. Plenty of space to sit around the pool and the hammocks are so comfortable I had a nap. The staff around the pool are really attentive with offering plenty of towels. The food is great at the restaurant and pricing is decent. The spa is amazing, we got a room overlooking the Nile and massages were great, the other spa facilities and sauna are also really nice. We had extra days in Luxor and ended up booking tours with the tour company within the hotel, the staff were amazing and very helpful, the tour guides also very knowledge and in particular Naina was amazing and explained everything in so much detail. Very impressed with the Hilton in Luxor :)",Nothing.
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Roksana,Poland,3 nights · ,February 2025,Couple,GUESTROOM KING BED,Reviewed: 3 February 2025,"Location and overall quality of the hotel is nice, it’s clean and spacious. I enjoyed outdoors a lot, there is a nice pool and an infinity pool at SPA area. Staff was very kind, helpful and attentive - I ordered caramel frappucino but I got watery and not so nice coffee. A man came up to me later saying he’s a bar manager and asked how I find food and beverage so I was honest and said I’m disappointed with this iced coffee, he apologized and said he will make one for me himself the way it should be which is with whipped cream and actual caramel. It was great and I highly appreciated that. Not only that but there were many amazing other people that made this stay great for me. There were disappointments for this price though and I will list it below.","The rooms are seriously past their usage date and by that I mean for a 5 star hotel and such price they shouldn’t look so used, dirty and similar to rooms I used to rent in Thailand for 20$ a night. They were clean but very used, dirty walls, doors, mirrors, corners, rust and shower head literally fell apart in my hands while I was showering, I regret not taking a picture of it. I put it together somehow and it worked but it shouldn’t have happened and that’s a big shame. Food I would say was also just ok, breakfast as well just ok, in terms of taste and freshness. Another point is SPA. Insanely overpriced and extremely mediocre, I was hugely disappointed with my massage (she checked her phone while massaging, probably for the time but I found it unprofessional and never happened to me in other hotels) and massage itself was not so great, not anything special it was just ok, my boyfriend could do the same but for almost 200$ it shouldn’t be that way. I was expecting something amazing as well for seeing all those awards all over the place. I will leave my honest review here since I didn’t say that to the staff when asked how was my treatment, my boyfriend was next to me and he gifted me this massage so i said it was good because I didn’t want him to feel bad for doing something nice for me. I do not recommend."
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Chirag,United Kingdom,4 nights · ,February 2025,Couple,Guestroom Partial Nile Twin,Reviewed: 1 February 2025,Excellent hotel in a stunning location beside the Nile. The staff were exceptional.,N/A
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Megan,Ireland,3 nights · ,January 2025,Couple,GUESTROOM KING BED,Reviewed: 1 February 2025,"⭐⭐⭐⭐⭐

We recently stayed at a stunning hotel in Luxor along the Nile. The staff in the kitchen and restaurant were amazing, delivering exceptional service and delicious meals. They made us feel so so welcome and helped us make our vlogs super personal! The beautiful spa and top-notch facilities, including a well-equipped gym and inviting swimming pool, made our stay incredibly relaxing. Highly recommended for a luxurious and rejuvenating escape!

Follow us on YouTube/Instagram to see more — @finandmeg",Couldn’t fault one thing other then the massages being outrageously expensive so we missed out on that!
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Heloise,United States,3 nights · ,January 2025,Group,GUESTROOM KING BED,Reviewed: 31 January 2025,The view and breakfast,The rooms are outdated
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Mohd,Malaysia,3 nights · ,January 2025,Couple,Guestroom Nile View King,Reviewed: 31 January 2025,Beautifully located by the Nile. Excellent facilities and the sauna is superb. Staff are kind. Resort style and very relaxing. Spectacular sunset views.,BYO dental care.
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Μαρία,Greece,2 nights · ,January 2025,Group,Family King Room with Connected Twin,Reviewed: 23 January 2025,Breakfast was amazing. Stuff very kind and helpful. Fateer house restaurant was incredible. Infinity pool was marvelous. Amazing spa and great location it was so magical. We enjoyed our stay and would definitely return back.,Food at the restaurants was mediocre and of bad quality but ok that's the problem in general in egypt. It was edible.
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Paul,France,2 nights · ,January 2025,Couple,GUESTROOM KING BED,Reviewed: 17 January 2025,"Good Breakfast
Good swimming pool
Great view","Spa is an option and not accessible
Rooms are a bit noisy, not well isolated from the corridors"
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Mekhled,Kuwait,2 nights · ,December 2024,Group,GUESTROOM KING BED,Reviewed: 27 December 2024,Overall space was amazing! Entertainment was engaging and fun. staff catered to every need and treated you as family by 2nd day.,Hotel hallways were loud and noisy
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Julia,Brazil,1 night · ,November 2022,Solo traveller,King Room with Balcony,Reviewed: 30 November 2022,"Great small hotel with direct view on the Nile and green fields in-between. Personal is very friendly and welcoming. I was traveling alone and they helped me with transport, which was very important being a woman. Very cute hotel.","The internet was not great, which was a little bit enjoying as my data roaming was not working."
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Hua,Hong Kong,1 night · ,February 2025,Group,Deluxe Double or Twin Room with Pool View,Reviewed: 6 February 2025,very nice. The staff is kind. Quiet place. We book similar hotel in Cairo，their service was terrible. This hotel is amazing!,No Negative Feedback
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Karel,Czech Republic,2 nights · ,February 2025,Family,Superior Suite,Reviewed: 6 February 2025,"very good place and hotel personnel, Mr. Said is very helpful all the time",No Negative Feedback
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Stefan,Sweden,2 nights · ,February 2025,Couple,Deluxe Double Room,Reviewed: 4 February 2025,"This is a a true gem, a Jewel by the Nile. It's a bit harder to get to the West Bank when you have arrived on the East Bank. This place is worth that trip. The area feels a bit rural so when you arrive it's an oasis that unfolds. They have their own organic garden, which the staff will be happy to show you. Amazing restaurant in the patio, and service. Amazing personnel. All of them. High comfort. Attention to details. You will hear birds and some honking from boats on the Nile (instead of traffic on the East Bank). The manager Said will organise your private guide to all Luxor sights. The dialogue was so nice with them all, so I even told Said I would give him and his team a 10 rating. Good wifi in all areas is another plus.",Only issue was that lighting in our bathroom was weak. It was a bit dark.
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Victoria,United States,1 night · ,February 2025,Family,Junior Suite with Balcony,Reviewed: 3 February 2025,"We only needed a room for a few hours while waiting for our flight and we had some family already staying at this hotel. The manager was very accommodating and gave us a family suite instead of the regular room we had booked, so we could rest and shower up. The food was great at the restaurant with fresh vegetables from the hotel garden and the manager also arranged for airport transportation so we didn't have to.worry about anything!",No Negative Feedback
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Gary,United Kingdom,7 nights · ,December 2024,Solo traveller,Deluxe Double Room,Reviewed: 2 February 2025,"Breakfast was good. A long walk to the river crossing, but I enjoyed the walk.",No Negative Feedback
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Marleen,Belgium,1 night · ,January 2025,Couple,Deluxe Double Room,Reviewed: 26 January 2025,"Everything: cleanliness, the views from the roof, delicious breakfast, friendly staff, location.",Everything was super nice.
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Laura,Spain,2 nights · ,January 2025,Couple,Deluxe Suite,Reviewed: 24 January 2025,"""We stayed at an amazing hotel on the West Bank, and it was truly a fantastic experience. The hotel boasts a great pool, and the service was exceptional. The staff and the boss were incredibly welcoming. They also have a great restaurant with a menu that's very affordable for the quantity, and the food was delicious. Highly recommend this hotel!",No Negative Feedback
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Saeed,United Kingdom,3 nights · ,January 2025,Solo traveller,Deluxe Single Room,Reviewed: 20 January 2025,"Great view of the Nile. Nicely set out eating areas. Very attentive, helpful and friendly staff always ready to help 
Food choice was varied and very well presented using produce grown from their gardens.
Reasonably priced and reliable excursions were available which I took and really enjoyed.",It can't be helped but the hotel is on the West bank of the Nile and set in a remote location where transport is difficult to reach. Nothing is within walking distance.
"Jewel Howard Carter Hotel (Hotel), Luxor (Egypt) deals",Jewel Howard Carter Hotel,Juliet,United Kingdom,2 nights · ,December 2024,Couple,Superior Double Room,Reviewed: 14 January 2025,"Spacious rooms, good en-suite, lovely pool, beautiful view, great food and extremely pleasant staff.",Nothing
MS Chateau Lafayette Nile Cruise - 4 nights from Luxor each Monday and 3 nights from Aswan each Friday (Cruise) (Egypt) deals,MS Chateau Lafayette Nile Cruise - 4 nights from Luxor each Monday and 3 nights from Aswan each Friday,Cheng,United States,3 nights · ,April 2024,Group,Deluxe King Suite without Sightseeing,Reviewed: 29 April 2024,"Good pricing and the best tour guide in Luxor Ahmed talaat
You definitely ask this wonderful guy as your guide",Engine is a little bit noisy
MS Chateau Lafayette Nile Cruise - 4 nights from Luxor each Monday and 3 nights from Aswan each Friday (Cruise) (Egypt) deals,MS Chateau Lafayette Nile Cruise - 4 nights from Luxor each Monday and 3 nights from Aswan each Friday,Beatriz,Spain,4 nights · ,January 2025,Group,Deluxe King Suite without Sightseeing,Reviewed: 8 February 2025,"They were fantastic—such a lovely cruise experience, but most of all, the staff made the experience special.",No Negative Feedback
