City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review,Negative Review Translated,sentiment classification
Luxor,Nephtis Nile Cruise,Marianne,Denmark,4 nights   ,October 2024,Solo traveller,Triple Room with Private Bathroom,Reviewed: 21 October 2024,scam gts cairo group lease rooms several cruise ships sailing nile booked persons room balcony nephtis nile cruise specifice balcony person room many nile cruises offer picked luxsor airport staff member gts hurry getting us airport keept mention name royal ruby told booked cruise nephtis looked confused called office informed us nephtis sailing upgraded ship royal ruby without knowledge accept arriving ship focuse getting paid cash amount accepted booking room nephtis showed new room payment made taken room one pers room balcony sliding window extra bed squeezed immidiatly got hold gts man complained room size missing balcony called gts office got lady rasha phone understand see issue upgraded ship therefore entiteled compentation reimbursment price difference usd nephtis royal ruby night day stay tried several time get contact someone ship one authorit finaly got contact gts office insisted entiteled compensation reimbursment persons book stay pers room therefor would charged x pers rooms though one person room stayed full cruise,looking reviews nephtis nile cruise booking com saying almost nothing sites found ones upgraded ships rammes samirames etc starting doubt nephtis exist service food board royal ruby awfull cruise staff speak english entertainment night non existing food every day night,"Looking a reviews for Nephtis Nile Cruise at Booking.com there only a few saying almost nothing. On other sites we have found that we're not the only ones who had been ""upgraded"" to other 5* ships (Rammes 2 - Samirames 1 etc) 
I starting to doubt that M/S Nephtis exist at all.
The service and food on board Royal Ruby was awfull. Very few of the cruise staff speak english, the entertainment at night was non existing and the Food was the same every day/night.",-1
Luxor,Nephtis Nile Cruise,Mohammad,Egypt,4 nights   ,November 2022,Family,Cabin on Boat,Reviewed: 6 November 2022,comments available review,negative feedback,No Negative Feedback,1
Luxor,Nephtis Nile Cruise,Rita,Lithuania,3 nights   ,December 2022,Family,Triple Room with Private Bathroom,Reviewed: 20 December 2022,comments available review,negative feedback,No Negative Feedback,1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Patricia,Mexico,4 nights   ,September 2023,Family,Standard Twin Cabin,Reviewed: 19 October 2023,good breakfast thing missed juices,negative feedback,No Negative Feedback,1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Veronica,Italy,4 nights   ,December 2024,Couple,Standard Double Cabin,Reviewed: 28 December 2024,really nice room friendly staff amazing buffet,negative feedback,No Negative Feedback,1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Fei,Germany,4 nights   ,December 2024,Couple,Standard Twin Cabin,Reviewed: 28 December 2024,jaz cruise perfect choice comparing stays egypt staff nice friendly food unexpected delicious could feel prepared heart always pleasant every time came back day trip ship knowing nice service great dinner waiting us thank much fantastic experience,nothing,Nothing,1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Paul,Egypt,4 nights   ,November 2023,Couple,Standard Twin Cabin,Reviewed: 21 December 2023,almost everything likeable,swimming pool freezing,Swimming pool was freezing,-1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Gary,United Kingdom,4 nights   ,November 2023,Group,Standard Twin Cabin,Reviewed: 25 November 2023,relaxed friendly atmosphere staff,price beer,Price of beer 😆,-1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Nancy,Egypt,3 nights   ,October 2023,Family,Standard Twin Cabin,Reviewed: 3 November 2023,everything perfect staff great special thanks mr ahmed amr chef restaurant staff housekeeping staff hogan,lack accurate information cairo office staff,Lack of accurate information from Cairo Office's staff,-1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Anthony,United States,4 nights   ,September 2023,Couple,Standard Twin Cabin,Reviewed: 26 September 2023,enjoyable experience crew amazing request went unfulfilled everything done smile sincere warmth meals served buffet style wonderful many choices also included carving station fresh pasta station egg omelette crepe station drinks lunch dinner included reasonably priced opted purchase optional tour package piece great decision two clients provided admission transportation professional guide visits historic sites well worth,crown prince relocated dockage km center luxor week prior arrival difficult locate driver ask directions find overall crown prince good ship however tired needs major work tile bathroom missing grout sealant missing shower water temperature shower continuously changed showering electrical outlets room forced disconnect light set charging station cell phones one point ship also developed engine trouble ended stopping kom ombo arrived site closed disappointing realized nile cruise ships run time attests phenomenal work crew make cruise run smoothly overall still good experience,"The Crown Prince was relocated to dockage 10km from the center of Luxor the week prior to our arrival and was difficult to locate. Our driver had to ask directions to find it. Overall the Crown Prince is a good ship, however it is tired and needs major work. The tile in our bathroom was missing grout, sealant was missing in the shower and the water temperature in the shower continuously changed while showering. There are few electrical outlets in the room and I was forced to disconnect a light to set up a charging station for our cell phones. At one point, the ship also developed engine trouble and we ended up not stopping at Kom Ombo, as we arrived there after the site had closed. This was disappointing! I realized that all of the Nile cruise ships were being run 24/7, with no down time. This again attests to phenomenal work by the crew to make the cruise run as smoothly as it did. Overall, it was still a good experience.",-1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,English,Russia,4 nights   ,August 2023,Couple,Standard Twin Cabin,Reviewed: 12 August 2023,everything great level hospitality facilities immediately respond need actually even ask everything well organised went smoothly,check seems early breakfasts early dinner bit late,check out at 8 am seems too early.Breakfasts too early too and dinner a bit too late.,-1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Rozaky,Australia,4 nights   ,July 2023,Couple,Standard Twin Cabin,Reviewed: 16 July 2023,fantastic trip views beautiful stuff helpful kind specially mr mark cruise manager kind man time looking us restaurant manager also good man staff fantastic,anything like,There isn't anything I didn't like,-1
Luxor,Jaz Crown Prince Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Basit,United Kingdom,3 nights   ,May 2023,Solo traveller,Standard Twin Cabin,Reviewed: 2 May 2023,nice cruise good food pleasant staff,booking reception wait get sorted thanks senior manager mustafa sorted offered drinks wait,"My booking was not with the reception. Had to wait to get it sorted by them
Thanks to senior manager Mustafa, he sorted it out and offered me drinks while I wait",-1
Luxor,Iberotel Crown Empress Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Muhammet,Turkey,4 nights   ,May 2024,Family,Standard Cabin,Reviewed: 6 June 2024,food perfect chefs great people especially front desk manager gamal helpful,tour price expensive bought except everything great,The tour price was expensive we did not bought it. Except that everything was great,-1
Luxor,Iberotel Crown Empress Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Sarah,United Kingdom,3 nights   ,November 2024,Family,Standard Cabin,Reviewed: 12 November 2024,great friendly helpful staff wonderful experience sailing nile,nothing,Nothing,1
Luxor,Iberotel Crown Empress Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,Nabil,Egypt,4 nights   ,December 2023,Group,Suite,Reviewed: 5 December 2023,everything real good,bathroom top high get,The bathroom top is too high to get in.,-1
Luxor,Iberotel Crown Empress Nile Cruise Every Monday Luxor Nights Every Friday Aswan Nights,John,France,4 nights   ,November 2023,Group,Standard Single Cabin,Reviewed: 9 November 2023,experience whole great staff friendly helped make experience enjoyable going along nile cruise also relaxing especially travelling day,rooms little old run especially bathroom however clean big fan excessive amounts diesel burning surrounding boats docked boats stopped especially look window directly another room next boat,"The rooms were a little old and run down, especially in the bathroom. However, they were clean. Not a big fan of the excessive amounts of diesel burning from all the surrounding boats and being docked on other boats when stopped - especially when you look out the window and directly into another room of the next boat.",-1
